BioMAP Viewer Mixed Profile,Mechanism,BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB
"Trusted, Agents, FK-506, BSK-C016173, 123.5 nM",Calcineurin inhibitor,0.003214046,-0.016805875,-0.01046885,-0.014132265,-0.02168791,-0.003447684,-0.000521624,-0.001776307,0.010103126,-0.004068813,-0.018505542,-0.013748462,0.007865294,-0.01307604,0.004283081,0.0168399,-0.010456627,-0.028650902,0.019493392,-0.009721858,-0.012006065,0.002999666,0.007253906,0.004624707,-0.013039,0.005042448,-0.007368246,-0.000390407,-0.007404015,-0.00689529,0.0298277,-0.007500404,0.02345793,-0.091072163,0.010522792,0.004900667,0.017961134,-0.002137967,0.006359621,0.011840264,-0.05376994,-0.66433738,-0.5697518,-0.5429621,-0.8011844,-0.458507098,-0.44132514,-1.043294639,-0.08773529,-0.4796166,-0.05186668,-0.000863025,0.003935951,0.026300961,0.040904094,0.002526343,0.002012273,0.009953207,0.009543343,-0.002683401,-0.002790508,-0.02231024,0.01119859,-0.124439116,0.07007328,-0.088849781,0.1387696,0.100928926,0.016387606,-0.04813989,0.009197877,0.032035908,0.024680713,0.027928406,0.0238825,-0.018549219,0.008275366,0.016138078,0.008897499,0.03535919,-0.068621573,0.034359911,-0.070351353,0.00182824
"Trusted, Agents, FK-506, BSK-C016173, 13.7 nM",Calcineurin inhibitor,-0.002109975,-0.024055645,-0.006309792,-0.016354713,-0.02842095,-0.004969712,-0.010745776,-0.002064187,0.005419599,-0.01102792,-0.012372543,-0.007822355,-0.002291175,-0.009427755,0.009746346,-0.005528421,-0.016732649,-0.00846653,0.020907801,-0.00234351,-0.004120336,0.02176242,-0.017858055,0.01564226,-0.003227045,-0.004122771,0.002056893,-0.000334038,-0.000305967,-0.020203191,0.004150825,0.010120154,0.04652506,-0.039849781,0.007432526,0.016210786,0.043654989,0.01640115,-0.0052161,0.015341278,-0.096667396,-0.530021919,-0.562852,-0.4548725,-0.7511839,-0.477472041,-0.376712175,-1.033321295,-0.07605926,-0.4665996,-0.03596578,-0.001393741,0.029969088,0.011748746,0.035083988,0.01913186,0.007613566,-0.010335196,0.003700944,0.01077581,-0.016095207,0.006425626,-0.001486855,-0.055454647,-0.028059,-0.060895137,0.1142011,0.079772265,-0.009991164,-0.003902876,0.009693489,0.045466214,0.030006988,0.016998573,0.06653659,-0.014525431,0.004187047,0.057949308,0.02130691,0.02258552,-0.064170628,0.034211632,-0.065198431,0.01104211
"Trusted, Agents, FK-506, BSK-C016173, 3333.3 nM",Calcineurin inhibitor,0.023245399,-0.017689413,-0.002148701,0.012810332,0.02593393,0.039539132,-0.000572349,6.20E-05,0.037680065,0.006773598,-0.003689321,-0.063715607,0.006248898,0.001168984,0.02092261,0.02067885,0.020532243,-0.016164564,0.016763596,-0.057693614,-0.002935819,0.04322749,0.055874534,0.02498399,-0.01773709,0.02594243,0.001919953,-0.000419536,0.013239539,0.009562733,0.011377275,-0.01228977,0.04672627,-0.085580941,0.028241042,0.000762781,0.016422172,-0.01572631,0.026329727,0.012580355,-0.137657418,-0.722216948,-0.5242088,-0.5172094,-0.7231207,-0.452169405,-0.455527037,-1.031838004,-0.09048885,-0.4784342,-0.06101184,-0.002758012,-0.022105367,0.020533807,0.089117111,0.009394066,0.019251973,0.017159766,0.040572376,-0.00245322,0.014191768,-0.0646402,0.01152143,-0.098961324,0.07405418,-0.109306347,0.1871873,0.064640963,-0.001172195,0.03301717,-0.012877387,0.018294256,0.1093255,0.017697959,-0.02659502,-0.003031983,0.011948753,0.017864663,0.01210858,0.06339306,-0.055810808,0.039221814,-0.057312985,0.001712099
"Trusted, Agents, FK-506, BSK-C016173, 370.4 nM",Calcineurin inhibitor,0.011094348,-0.002725908,-0.003384217,0.014370906,0.01094761,0.020814413,0.041012204,-0.002080464,0.038988388,0.008805518,0.018494469,-0.06971669,0.013964095,-0.000573867,0.005011969,-0.006802227,0.00109496,-0.016716386,-0.013683751,0.006531373,0.003999867,0.006566662,0.023707787,-0.002152155,-0.00091358,0.007831025,-0.01222511,0.002400822,0.01083745,0.013712187,0.045713,-0.005257513,0.01982268,-0.084913867,0.01898675,-0.000253422,0.009852188,0.00487257,0.012032971,0.016415546,-0.087814507,-0.750383921,-0.5323852,-0.5199607,-0.7258675,-0.458868383,-0.440059741,-0.975978525,-0.09484156,-0.4532169,-0.04839302,0.019273514,0.000203022,0.014441933,0.042244193,0.006617922,0.011432187,0.020410786,0.02533816,0.001402732,0.006780023,-0.01854444,0.02569926,-0.1163815,0.08721748,-0.099559333,0.1478128,0.087832313,0.0264442,-0.04139291,-0.002217564,0.047962897,0.055900688,0.020323403,0.01109014,-0.025774646,-0.001895626,0.009244847,0.02508498,0.03766777,-0.046303337,0.038252881,-0.078147599,0.000988797
"Trusted, Agents, FK-506, BSK-C016173, 4.6 nM",Calcineurin inhibitor,-0.044639977,-0.044582181,-0.01111342,-0.014015551,-0.0304852,-0.014198869,-0.03057407,5.61E-05,0.006536047,-0.008179169,-0.031644059,-0.023958281,-0.048106138,-0.007444932,0.001586984,-0.01864582,-0.040692733,0.008937405,0.005778338,-0.018179723,-0.009342261,-0.002665812,-0.047709563,0.008322106,-0.01675713,-0.01023108,-0.008322773,0.00295192,-0.018344894,-0.01378823,0.009939383,-0.008380903,0.02117839,-0.041081919,0.017601228,0.012566509,0.049143254,-1.28E-05,0.013022914,0.010295669,-0.098161113,-0.376543575,-0.4164003,-0.3068804,-0.6908809,-0.343439129,-0.281679365,-0.69084003,-0.08186468,-0.4513081,-0.02006962,0.003442748,0.024717695,-0.015108652,0.012984075,0.007770346,0.001587143,-0.038294312,0.000844421,0.007231983,-0.058349578,0.007953754,-0.02763774,-0.033002042,-0.06125927,-0.073664149,0.07481092,0.068511149,-0.028646893,-0.00792792,-0.000548396,0.022257087,0.015877335,0.008004172,0.06438551,-0.027499227,0.001700202,0.035127665,0.002212914,0.02064592,-0.085621209,0.013180666,-0.07214196,0.005065296
"Trusted, Agents, FK-506, BSK-C016173, 41.2 nM",Calcineurin inhibitor,-0.005886313,-0.013650922,-0.01178589,-0.02541251,-0.02557612,0.00119375,-0.018826492,-0.004876249,0.008249578,-0.000401059,-0.017009517,-0.018497839,0.015012062,-0.01002701,0.002263702,-0.01002754,-0.018152092,-0.022825852,0.034267501,-0.006017644,-0.003971772,-0.000319646,-0.029141256,0.005608749,-0.004117273,-0.009689873,0.005594275,-2.14E-05,-0.013942779,-0.019228548,-0.009222971,-0.000202207,0.009956081,-0.090717933,0.020807203,0.004018437,0.008281338,-0.01200625,-0.009211399,0.018417426,-0.079270215,-0.714237021,-0.6337279,-0.6146986,-0.8128448,-0.556351834,-0.507624,-1.120943201,-0.08393843,-0.4648147,-0.05423563,-0.004093712,0.015931792,0.017736893,0.046660126,0.002128684,-0.005545622,-0.014876896,0.010660355,-0.000792763,0.010638314,-5.45E-05,0.009120572,-0.073928904,-0.006372792,-0.069006419,0.1261113,0.078476569,-0.011739008,0.004862497,0.007205497,0.039012846,0.018813032,0.016968109,0.06885965,-0.012305231,0.006090273,0.038956487,0.024219,0.03057432,-0.067124101,0.023678093,-0.057832819,0.003873856
"Trusted, Agents, BIBX1382, BSK-C016173, 1111.1 nM",EGFR inhibitor,-0.17663298,0.041105654,0.01938659,0.021257758,-0.1442573,-0.179661586,-0.259509043,-0.004561712,-0.07933512,-0.1936164,0.01148863,-0.031940471,-0.011385315,-0.00737216,0.007077858,0.247689,0.010842467,0.006592278,-0.05489018,-0.163724668,-0.030976786,0.05408669,0.040660875,-0.008162153,0.01158172,-0.05147194,-0.03558871,-0.01358131,-0.006176382,-0.032891399,-0.009340909,0.018519686,-0.01134205,-0.003632108,0.007560471,-0.005334542,-0.009389356,0.04586594,-0.016399591,-0.02363823,-0.082517045,-0.011782501,-0.002286093,0.000382441,0.01621626,-0.021083347,-0.041710747,-0.003679034,0.01659751,0.01588921,-0.01315086,-0.027865338,0.004364866,0.016891277,-0.002165988,0.02346083,0.017513285,-0.047347838,-0.021839567,0.003148154,-0.000830277,-0.07443416,-0.03759901,-0.014514476,0.007131283,0.006781114,-0.02274937,-0.111923241,-0.015924049,0.02106752,0.000181015,0.067773302,-0.066415392,0.034123883,-0.09978444,0.006107875,0.044655878,-0.003539833,-0.01287684,0.03549823,0.02971064,-0.020033693,-0.037671352,-0.00569376
"Trusted, Agents, BIBX1382, BSK-C016173, 3333.3 nM",EGFR inhibitor,-0.194102763,0.045074045,0.01875525,0.003693572,-0.1510232,-0.183857609,-0.249508656,0.001516816,-0.087576447,-0.221918,-0.027046469,-0.013085032,-0.05145107,-0.004960421,0.008020566,0.2621619,-0.029815309,0.021605195,-0.126729519,-0.33935766,-0.046142487,0.08147689,0.032157639,-0.01598756,0.01298632,-0.06770087,-0.03550514,-0.01756929,0.003200864,-0.040827346,-0.043985036,0.010717451,0.002426091,-0.053280111,0.030933959,-0.084678334,-0.065145874,0.04194162,-0.071629189,-0.060016158,-0.131291169,-0.026549352,-0.01709204,0.001386386,0.03843839,-0.085713926,-0.123064906,-0.0029016,0.008450861,-0.003841692,-0.02782462,-0.056645277,-0.00492898,0.018381812,-0.002797799,0.02291203,0.029721816,-0.087070585,-0.071357942,-0.002994216,-0.012589174,-0.1264305,-0.06691368,-0.101308796,-0.005836203,-0.01802704,-0.03747643,-0.157186009,-0.053644533,0.00104411,-0.007844598,0.075404872,-0.073287042,-0.014650638,-0.1604388,0.001526779,0.034076894,-0.038497391,-0.01686772,0.1301684,0.005537651,-0.044419655,-0.033386996,-0.02234056
"Trusted, Agents, BIBX1382, BSK-C016173, 370.4 nM",EGFR inhibitor,-0.087499258,0.035470371,0.02436137,0.059398638,-0.07649604,-0.150800164,-0.18720481,-0.007088509,-0.035527346,-0.1639018,0.029699953,-0.009406126,-0.021257715,-0.009235665,0.01343918,0.2166653,0.021248561,-0.007838512,-0.00416183,-0.096767505,-0.03566591,0.03064783,0.077020787,0.02259994,0.01816438,0.003161217,-0.007081721,-0.01167632,0.02129657,-0.01714086,-0.012631215,0.050093231,0.01410405,-0.005154879,0.048447294,0.026689486,0.052032837,0.06836865,0.004445935,-0.015761179,-0.002221438,0.032254101,0.03615449,0.007216325,0.08012482,0.02076258,0.032545289,0.000353345,0.009572409,0.05055813,-0.01388523,0.000678427,0.002958899,0.030252696,-0.002140066,0.03079354,0.021396319,-0.023144962,0.027165559,0.001881948,0.014511222,-0.1219309,-0.03413713,0.040973227,0.02213071,0.033689526,0.004180291,-0.074019709,-0.015730946,0.0461147,0.018074285,0.082334903,-0.029265773,0.03999722,-0.06653778,0.013648827,0.051359005,0.058324883,0.03716943,0.02690226,0.062104013,-0.069260987,-0.009758721,0.00219883
"Trusted, Agents, EGFR/ErbB-2/ErbB-4 Inhibitor, BSK-C016173, 123.5 nM",EGFR inhibitor,-0.186,-0.011,0.022,0.063,-0.069,-0.228,-0.342,0.012,-0.15,-0.194,-0.004,0,0.043,0.001,0.007,0.308,-0.005,-0.011,-0.06,-0.078,-0.032,0.021,0.098,-0.022,0.041,-0.055,-0.011,-0.017,0.006,-0.051,0.0045,0.0165,0.051,-0.0275,0.0355,0.0075,0.0505,0.052,-0.009,-0.0295,0.041,0.0185,0.0155,-0.0295,0.0405,-0.028,-0.0065,-0.007,-0.023,-0.1105,-0.0275,0.011,0.022,-0.009,-0.025,0.009,0.0215,-5.00E-04,0.003,-0.003,0.01,-0.1085,-0.0275,0.0135,0.003,0.016,0.0455,-0.0185,-0.047,0.037,-0.012,0.023,-0.149,-0.003,-0.089,-0.018,0.007,-0.054,-0.071,-0.012,0.012,-0.04,-0.072,-0.033
"Trusted, Agents, EGFR/ErbB-2/ErbB-4 Inhibitor, BSK-C016173, 370.4 nM",EGFR inhibitor,-0.208,-0.029,0.017,0.065,-0.093,-0.235,-0.363,0.009,-0.15,-0.198,-0.046,-0.039,-0.013,0.025,-0.004,0.307,-0.05,0.002,-0.106,-0.177,-0.04,0.003,0.102,-0.03,0.045,-0.041,-0.035,-0.018,-0.012,-0.059,0.003,0.016,0.033,-0.057,0.0305,0.0205,-0.003,0.034,0.0365,-0.041,-0.116,-0.0055,0,-0.0425,0.037,-0.061,-0.024,-0.003,-0.055,-0.357,-0.0305,0.004,0.013,-0.017,-0.034,0.005,0.0275,-0.0345,-0.0135,0.001,0.006,-0.312,-0.0495,-0.013,-0.0045,0.032,5.00E-04,-0.056,-0.053,0.0195,-0.036,0.044,-0.141,-0.002,-0.103,-0.013,0.011,-0.084,-0.054,-0.03,0.024,-0.18,-0.142,-0.061
"Trusted, Agents, Erlotinib, BSK-C016173, 10000 nM",EGFR inhibitor,-0.267211547,0.022341021,0.01624061,0.053976769,-0.2121748,-0.125986822,-0.306330087,-0.01168735,-0.19643184,-0.2999553,-0.051763539,-0.13805647,-0.024297769,-0.02441336,0.008820718,0.3033824,0.015592683,-0.095242457,-0.109583277,-0.165533674,-0.020576769,-0.05137806,0.048520844,-0.007766042,0.01187078,-0.05259921,-0.1325274,-0.01797129,-0.076946855,-0.050052816,-0.080694255,-0.089098133,0.03241917,-0.160088948,-0.013872448,-0.04049972,-0.020639721,-0.00930016,0.061624006,-0.096125157,-0.225358423,-0.075229877,-0.05426695,-0.1500129,0.03461707,-0.165116024,-0.124303162,-0.021096379,-0.05008748,-0.1919419,-0.1240131,-0.115357798,-0.059033043,0.051703868,-0.036402382,-0.004639372,-0.067853723,-0.215780227,-0.107554202,-0.02522037,0.001378637,-0.3361881,-0.1282567,-0.136011406,-0.04070814,-0.036526772,-0.07657618,-0.1682482,-0.120482973,-0.005263884,-0.05390605,0.110724465,-0.105689469,-0.035746023,-0.2010077,-0.018390804,0.070288289,-0.037399289,-0.06764975,0.1536339,0.107088991,-0.166850255,-0.008177298,-0.04051997
"Trusted, Agents, Erlotinib, BSK-C016173, 1111.1 nM",EGFR inhibitor,-0.179474884,0.026222914,0.0201238,0.059504649,-0.1356889,-0.107085222,-0.287196178,-0.005840339,-0.175181186,-0.1719644,0.018568842,-0.022256293,0.024854703,-0.01293824,0.01691008,0.2764045,0.021307612,-0.048006219,-0.111935862,-0.01844589,-0.009496462,-0.009890643,0.054262793,-0.02289945,0.02229091,-0.04277199,-0.06022544,-0.006247728,-0.013600368,-0.029793151,-0.025399001,0.036020525,0.06523203,-0.028882468,0.056857797,0.024021475,0.046161388,0.07832767,0.05527649,-0.027995167,-0.052384576,-0.008623347,0.0144747,-0.03212751,0.08393069,-0.054329049,0.033471113,-0.005296921,-0.0116144,-0.06143903,-0.03737062,-0.016494765,0.014918959,0.046241063,-0.002511552,0.01822542,0.031977254,-0.063787151,0.038853844,0.001334868,-0.001237325,-0.08100777,-0.0369283,-0.040701956,0.002216805,-0.006660481,0.002863699,-0.113717558,-0.039647616,0.05752153,-0.025585755,0.073017385,-0.099252281,0.007570115,-0.144211,-0.026644153,0.040094719,0.005422478,-0.01759862,0.02071707,0.060006153,-0.03595055,-0.026585829,-0.01101907
"Trusted, Agents, Erlotinib, BSK-C016173, 3333.3 nM",EGFR inhibitor,-0.218127462,0.009796845,0.01940561,0.058460931,-0.1625078,-0.136696419,-0.279230775,-0.0100299,-0.192017579,-0.2257844,0.017521843,-0.043759254,0.03108504,-0.01961146,0.02029963,0.292583,0.016556823,-0.05185271,-0.099243377,-0.031677534,-0.008158874,-0.02764694,0.04376055,-0.02175779,0.01593039,-0.04785772,-0.06897877,-0.01217744,-0.039903443,-0.050076111,-0.054101821,-0.002342441,0.02600242,-0.078619506,0.030579881,0.00196214,0.015787091,0.05214456,0.101848204,-0.050943932,-0.147168769,-0.011284274,-0.000527748,-0.07232589,0.06631346,-0.087799426,-0.012067896,-0.004345753,-0.03879723,-0.09882635,-0.06816978,-0.048864464,-0.011223103,0.016678246,0.01262777,0.007909399,-0.002440221,-0.089958308,-0.000831576,-0.002086616,0.01139331,-0.153664,-0.04688125,-0.072124389,-0.02064381,-0.019630615,-0.005192687,-0.117570246,-0.056806148,0.02893583,-0.049781186,0.087480967,-0.110521416,0.00683319,-0.1695798,-0.020477184,0.050048828,-0.016698845,-0.05306715,0.05002865,0.079529334,-0.063589373,-0.037113171,-0.02113629
"Trusted, Agents, Erlotinib, BSK-C016173, 370.4 nM",EGFR inhibitor,-0.120941489,0.030096089,0.02337841,0.068074973,-0.1008527,-0.111324618,-0.251900457,-0.0103378,-0.169841685,-0.167857,0.086894564,-0.015786679,0.041306595,-0.0172314,0.02188064,0.2599393,0.050849753,-0.037184056,-0.080304914,-0.002287668,-0.019653153,0.005959167,0.081848949,0.0175913,0.0275885,0.003906688,-0.02065821,-0.005927375,0.026554165,-0.008201043,-0.020194549,0.052540543,0.06258258,-0.033187456,0.072925584,0.014526153,0.065609713,0.09914794,0.0568718,-0.020811335,-0.040764253,-0.003541153,0.03170021,-0.01530694,0.07196178,-0.033021919,0.016046455,-0.002872407,0.000604465,0.04557313,-0.03064755,-0.007798811,0.021081123,0.026817444,0.012244393,0.02637524,0.028589374,-0.056470205,0.030930086,0.01258018,-0.00482836,-0.0977778,-0.04121414,-0.015235185,0.0107559,0.010787067,0.02406791,-0.096352946,-0.05010781,0.07451265,-0.016711541,0.08469752,-0.065341956,0.003892207,-0.1237351,-0.012076058,0.04530835,0.024099412,-0.0112033,0.01661629,0.06212455,-0.03633416,-0.015934223,-0.004650376
"Trusted, Agents, Gefitinib, BSK-C016173, 1000 nM",EGFR inhibitor,-0.206666667,0.046333333,0.01666667,-0.056,-0.235,-0.197,-0.153666667,-0.004,-0.113333333,-0.2085,0.073030447,-0.093681603,0.021142229,-0.02135606,0.002554458,0.2629458,0.033583302,-0.071241913,-0.084131105,-0.142227898,-0.046379493,0.001015798,0.002,-0.042,0.015,-0.0965,-0.0715,-0.003,-0.015,-0.0555,-0.019308223,0.013585487,-0.02411498,-0.016723037,0.01666595,-0.005629817,-0.029497978,0.04301242,-0.06740073,0.005072581,-0.136329897,-0.029248749,0.0198851,-0.03881627,0.05935514,-0.075025567,-0.030367288,0.006057308,7.79E-05,0.03218893,-0.01506312,0.002483839,0.008117524,0.02215119,0.006575291,0.005007376,0.027086264,-0.00404577,0.009740222,0.000352021,0.004565554,0.01355652,-0.01520812,0.01140368,0.01742893,0.020831439,0.03717128,-0.069432503,-0.012799825,0.0288491,,,,,,,,,,,,,,
"Trusted, Agents, Gefitinib, BSK-C016173, 111.1 nM",EGFR inhibitor,-0.155,0.028666667,0.023,-0.019666667,-0.152,-0.166333333,-0.090333333,-0.01333333,-0.008333333,-0.184,0.082301907,-0.012199994,0.021022853,-0.01753119,0.01300464,0.2156211,0.059109723,-0.040362045,-0.009133662,-0.03710061,-0.033136235,0.03068337,-0.033,-0.052,-0.0025,-0.0595,-0.037,0.005,-0.042,-0.0455,-0.00288332,-0.005151474,-0.0176298,-0.035305805,0.008254879,0.00284841,-0.01743061,0.04398742,0.015815892,0.014748993,-0.054559691,-0.003842012,0.005291768,-0.05098689,0.02365932,-0.024062155,-0.013823761,0.001303346,-0.001439355,0.01197435,-0.01914208,0.016946663,0.014165062,0.004033158,0.015430103,-0.000113081,0.019277408,0.003995345,0.029537009,0.002213724,-0.000511367,-0.01337827,0.01887335,-0.019460651,0.000696784,0.018412283,0.00595176,-0.049507792,0.011425724,0.01465646,,,,,,,,,,,,,,
"Trusted, Agents, Gefitinib, BSK-C016173, 3000 nM",EGFR inhibitor,-0.213666667,0.028,0.005,-0.200666667,-0.3293333,-0.205,-0.167666667,-0.02133333,-0.124666667,-0.188,0.05791872,-0.138967377,-0.030918945,-0.02485907,0.01978824,0.1997444,0.00035386,-0.078827537,-0.263190492,-0.416040124,-0.074219236,0.03269225,,,0.026,-0.039,-0.141,-0.003,0.083,-0.078,-0.031225814,-0.001144424,-0.03801685,-0.046872969,0.006768836,-0.011271433,-0.067169563,0.06556172,-0.092932033,-0.000879432,-0.232329962,-0.034313435,0.01553769,-0.09835469,0.06123579,-0.106563236,-0.005259552,-0.003698146,-0.00263222,0.0146423,-0.01696773,-0.022064575,0.009897987,0.035223801,0.025223904,0.006539269,0.03572645,-0.002448906,0.023925746,0.002469494,-0.010073808,0.02303842,-0.0289011,-0.015110489,0.05552342,0.02551399,0.08303704,-0.080403168,-0.008016959,-0.01651635,,,,,,,,,,,,,,
"Trusted, Agents, Gefitinib, BSK-C016173, 333.3 nM",EGFR inhibitor,-0.201,0.040333333,0.01733333,-0.033333333,-0.1923333,-0.189,-0.143666667,-0.01033333,-0.087333333,-0.218,0.073829244,-0.038205559,0.040111382,-0.0194031,0.003517389,0.2466587,0.049554143,-0.054418007,-0.054027488,-0.040972661,-0.013791207,0.01324569,-0.025,-0.064,0.0165,-0.0885,-0.065,-0.003,-0.0565,-0.0645,-0.005262104,0.005331773,-0.005573454,-0.005863831,0.015638245,0.004852429,-0.017939179,0.03275647,0.018527436,-0.000467015,-0.09157214,-0.009600895,0.006082477,-0.03227317,0.04884303,-0.047181509,-0.007996696,0.010334422,0.004448812,0.01351071,-0.0103895,0.004551892,0.008286668,0.010090934,0.021313033,0.00611263,0.023214212,-0.008223815,0.013514654,0.00638155,0.004564339,0.01016537,-0.01208009,0.001653002,0.002306531,0.019181484,0.03893548,-0.072870367,0.001439358,0.02967924,,,,,,,,,,,,,,
